Day,NEAR,EUR
187,2.850000,14.415122,
187,13.300000,67.270569,
187,11.400000,61.267395,
187,8.550000,45.950546,
187,2.850000,15.316849,
187,1.900000,10.211233,
187,13.300000,71.478630,
187,8.550000,39.265133,
187,8.550000,40.305042,
187,13.300000,62.696735,
188,6.650000,33.744316,
188,13.300000,57.753334,
188,5.700000,29.533630,
188,10.450000,54.144989,
188,3.800000,17.589363,
188,12.350000,57.165428,
188,13.300000,61.562767,
188,19.950001,98.589981,
188,3.800000,18.779043,
188,0.950000,4.694761,
188,8.550000,42.252846,
188,17.100000,84.505692,
188,9.500000,46.947609,
188,4.750000,23.473804,
188,11.400000,62.319218,
188,10.450000,57.125950,
188,8.550000,46.739410,
188,10.450000,57.125950,
188,4.750000,22.741350,
188,5.700000,27.289619,
188,11.400000,56.115387,
188,4.750000,23.381413,
188,23.750000,116.907059,
188,5.700000,28.057693,
188,2.850000,16.310703,
188,5.700000,32.621407,
188,5.700000,32.621407,
188,8.550000,48.932110,
188,18.049999,103.301117,
188,7.600000,43.495209,
188,18.049999,100.655342,
188,9.500000,52.976498,
188,13.300000,74.167099,
188,9.500000,52.976498,
188,4.750000,26.488249,
188,9.500000,52.976498,
188,4.750000,23.940937,
188,5.700000,28.729124,
188,14.250000,50.723270,
188,8.550000,30.433962,
188,5.700000,20.289309,
188,7.600000,27.052412,
188,7.600000,34.639912,
188,8.550000,38.969898,
188,2.850000,12.989967,
188,5.700000,25.979935,
188,14.250000,76.071007,
189,12.350000,70.625237,
189,10.450000,56.371738,
189,14.250000,75.239754,
189,6.650000,35.111885,
189,9.500000,44.359806,
189,5.700000,26.615883,
189,8.550000,44.472004,
189,14.250000,79.337532,
189,12.350000,68.759193,
189,9.500000,53.082493,
189,5.700000,31.849495,
189,10.450000,58.390743,
189,8.550000,47.774242,
189,10.450000,48.125568,
189,2.850000,14.069382,
189,17.100000,84.416290,
189,8.550000,42.208145,
189,19.950001,98.485680,
189,8.550000,42.208145,
189,13.300000,65.657112,
189,11.400000,45.107491,
189,10.450000,41.348534,
189,9.500000,37.589577,
189,12.350000,48.866451,
189,4.750000,18.794788,
189,5.700000,22.553745,
189,10.450000,47.214462,
189,0.950000,4.292224,
189,7.600000,34.337791,
189,14.250000,64.383354,
189,8.550000,40.292683,
189,8.550000,40.292683,
189,7.600000,35.815720,
189,0.000000,0.000000,
189,12.350000,60.470718,
189,19.950001,97.683472,
189,2.850000,13.954782,
189,8.550000,41.864342,
189,10.450000,51.167534,
189,7.600000,37.212749,
189,12.350000,70.371742,
189,18.049999,102.850998,
189,8.550000,48.718895,
189,11.400000,63.460434,
189,2.850000,15.865108,
189,19.950001,111.055763,
189,12.350000,68.748802,
189,6.650000,28.188501,
189,15.200000,64.430862,
189,9.500000,40.269287,
189,15.200000,64.430862,
189,2.850000,12.669527,
189,13.300000,59.124458,
189,0.000000,0.000000,
189,1.900000,8.446351,
189,18.049999,80.240334,
189,7.600000,37.089630,
189,10.450000,50.998245,
189,5.700000,27.817223,
190,6.650000,38.500000,
190,6.650000,32.059196,
190,7.600000,33.563297,
190,9.500000,51.704536,
190,9.500000,47.647682,
190,2.850000,14.294304,
190,5.700000,28.588608,
190,9.500000,48.594322,
190,14.250000,72.891479,
190,4.750000,24.297161,
190,8.550000,45.885014,
190,1.900000,10.196671,
190,10.450000,58.816113,
190,5.700000,32.081512,
190,3.800000,21.387676,
190,10.450000,58.816113,
190,5.700000,32.265667,
190,14.250000,80.664169,
190,17.100000,96.797005,
190,17.100000,96.797005,
190,4.750000,26.888058,
190,7.600000,43.020893,
190,23.750000,134.440292,
190,15.200000,86.041786,
190,10.450000,59.153728,
190,18.049999,103.730667,
190,19.000000,109.190186,
190,7.600000,43.676075,
190,10.450000,55.295410,
190,8.550000,45.241695,
190,7.600000,40.214844,
190,6.650000,35.187988,
190,8.550000,45.241695,
190,8.550000,45.241695,
190,18.049999,95.510254,
190,9.500000,50.268555,
190,15.200000,68.468636,
190,13.300000,59.910053,
190,10.450000,47.072189,
190,8.550000,38.513607,
190,9.500000,42.792896,
190,17.100000,77.027214,
190,19.950001,89.865082,
190,14.250000,64.189346,
190,14.250000,68.388985,
190,9.500000,45.592655,
190,12.350000,59.270454,
190,7.600000,36.474125,
190,7.600000,36.474125,
190,18.049999,86.626045,
190,12.350000,64.225807,
190,4.750000,24.702232,
190,10.450000,54.344913,
190,0.950000,3.710343,
190,13.300000,51.944801,
190,10.450000,40.813774,
190,17.100000,66.786171,
190,13.300000,51.944801,
190,7.600000,29.682743,
190,8.550000,37.303684,
190,12.350000,53.883106,
190,8.550000,37.303684,
190,13.300000,62.473946,
190,5.700000,29.843100,
190,15.200000,79.581604,
190,23.750000,126.271271,
191,8.550000,49.500000,
191,6.650000,36.382965,
191,23.750000,108.076378,
191,4.750000,23.505184,
191,14.250000,70.515549,
191,7.600000,37.608295,
191,8.550000,42.898788,
191,6.650000,32.189743,
191,14.250000,68.978020,
191,11.400000,55.182419,
191,8.550000,41.386810,
191,4.750000,22.992674,
191,5.700000,27.591209,
191,0.000000,0.000000,
191,10.450000,50.583885,
191,9.500000,45.985348,
191,4.750000,23.077435,
191,3.800000,18.461948,
191,8.550000,41.539379,
191,2.850000,13.846460,
191,7.600000,38.742439,
191,8.550000,43.585239,
191,4.750000,24.943869,
191,15.200000,79.820381,
191,8.550000,44.898960,
191,13.300000,69.842827,
191,10.450000,54.876511,
191,12.350000,64.854057,
191,8.550000,44.898960,
191,18.049999,73.528488,
191,12.350000,50.308968,
191,13.300000,54.178886,
191,4.750000,21.120308,
191,11.400000,50.688736,
191,17.100000,76.033104,
191,15.200000,67.584984,
191,0.000000,0.000000,
191,5.700000,25.344368,
191,6.650000,29.568430,
191,3.800000,17.870157,
191,7.600000,35.740314,
191,14.250000,67.013092,
191,4.750000,24.112213,
191,6.650000,33.757099,
191,7.600000,38.579544,
191,15.200000,81.636719,
191,18.049999,96.943596,
191,7.600000,34.321754,
191,11.400000,51.482628,
191,2.850000,13.847761,
191,8.550000,47.209862,
191,7.600000,41.964321,
191,15.200000,83.928642,
191,14.250000,69.508850,
192,6.650000,38.500000,
192,4.750000,27.500000,
192,15.200000,79.480309,
192,4.750000,12.637821,
192,5.700000,15.165386,
192,14.250000,40.473297,
192,3.800000,10.792879,
192,12.350000,35.076859,
192,18.049999,51.266174,
192,9.500000,31.059509,
192,8.550000,27.953556,
192,6.650000,24.988029,
192,5.700000,21.418312,
192,5.700000,21.418312,
192,8.550000,32.127464,
192,0.000000,0.000000,
192,8.550000,33.555325,
192,8.550000,33.555325,
192,10.450000,41.012066,
192,6.650000,26.537786,
192,8.550000,34.120010,
192,14.250000,76.263306,
192,19.950001,106.768623,
192,6.650000,35.589539,
192,9.500000,50.842201,
192,6.650000,35.589539,
192,18.049999,96.600182,
192,4.750000,25.421101,
192,6.650000,35.589539,
192,1.900000,7.679307,
192,4.750000,19.198267,
192,6.650000,26.877575,
192,7.600000,30.717230,
192,10.450000,42.236191,
192,5.700000,23.037922,
192,7.600000,30.717230,
192,5.700000,24.974041,
192,8.550000,37.461063,
192,7.600000,33.298725,
192,7.600000,33.298725,
192,6.650000,29.136381,
192,5.700000,24.974041,
192,7.600000,36.546783,
192,14.250000,73.991707,
192,8.550000,44.395023,
192,9.500000,49.327805,
192,6.650000,34.529461,
192,12.350000,64.126144,
192,6.650000,34.529461,
192,4.750000,26.075890,
192,23.750000,130.379440,
192,15.200000,83.442848,
192,8.550000,46.936600,
192,8.550000,42.860653,
192,1.900000,9.524590,
192,9.500000,49.098656,
192,8.550000,44.188789,
192,12.350000,69.471504,
193,12.350000,66.573540,
193,5.700000,30.532539,
193,3.800000,18.569057,
193,11.400000,43.246506,
193,11.400000,43.246506,
193,11.400000,49.224804,
193,14.250000,61.531006,
193,18.049999,77.939278,
193,10.450000,49.715466,
193,18.049999,85.872162,
193,0.950000,4.519588,
193,8.550000,42.957092,
193,13.300000,66.822144,
193,7.600000,38.184086,
193,1.900000,9.546021,
193,15.200000,76.368172,
193,3.800000,20.052349,
193,5.700000,26.705479,
193,9.500000,44.509132,
193,5.700000,26.705479,
193,13.300000,62.312782,
193,0.000000,0.000000,
193,0.000000,0.000000,
193,2.850000,15.291282,
193,14.250000,76.456413,
193,5.700000,30.582563,
193,11.400000,61.165127,
193,17.100000,91.747688,
193,2.850000,12.656753,
193,8.550000,37.970257,
193,8.550000,37.970257,
193,5.700000,25.313505,
193,0.950000,4.571924,
193,8.550000,41.147312,
193,8.550000,41.147312,
193,18.049999,86.866547,
193,10.450000,50.291164,
193,10.450000,53.477352,
193,8.550000,43.754192,
193,7.600000,38.892620,
193,18.049999,92.369965,
193,23.750000,121.539436,
193,9.500000,48.615772,
193,8.550000,43.754192,
193,9.500000,49.022797,
193,11.400000,58.827354,
193,9.500000,49.022797,
193,10.450000,53.925079,
193,9.500000,49.022797,
193,8.550000,47.373314,
193,12.350000,68.428123,
193,9.500000,52.637016,
193,7.600000,42.109615,
193,6.650000,36.845913,
193,14.250000,78.955528,
193,5.700000,32.540825,
193,4.750000,26.198341,
194,8.550000,49.500000,
194,13.300000,77.000000,
194,0.000000,0.000000,
194,18.049999,81.113724,
194,13.300000,73.000893,
194,13.300000,73.000893,
194,9.500000,53.052547,
194,10.450000,58.357803,
194,2.850000,15.915764,
194,1.900000,10.610510,
194,8.550000,42.831692,
194,13.300000,66.627075,
194,15.200000,76.145233,
194,11.400000,57.108925,
194,17.100000,85.663383,
194,3.800000,19.179310,
194,18.049999,96.885895,
194,4.750000,26.463343,
194,6.650000,37.048679,
194,7.600000,42.341347,
194,2.850000,15.878005,
194,14.250000,72.175995,
194,9.500000,48.117332,
194,12.350000,62.552532,
194,19.950001,101.046394,
194,5.700000,28.870398,
194,8.550000,43.305595,
194,6.650000,36.587463,
194,2.850000,15.680342,
194,7.600000,41.814247,
194,4.750000,26.133904,
194,19.000000,104.535614,
194,7.600000,41.814247,
194,7.600000,41.814247,
194,7.600000,41.814247,
194,7.600000,41.814247,
194,10.450000,57.494591,
194,10.450000,57.494591,
194,5.700000,25.875586,
194,9.500000,43.125977,
194,23.750000,107.814941,
194,9.500000,43.125977,
194,2.850000,14.699968,
194,11.400000,58.799873,
194,3.800000,19.599958,
194,9.500000,38.754177,
194,18.049999,73.632935,
194,7.600000,31.003344,
194,6.650000,30.209761,
194,10.450000,47.472485,
194,12.350000,56.103844,
194,13.300000,60.419521,
194,15.200000,69.050880,
194,0.000000,0.000000,
194,8.550000,39.947025,
194,15.200000,71.016937,
194,7.600000,23.712910,
194,8.550000,30.263708,
195,5.700000,26.086670,
195,6.650000,32.575752,
195,11.400000,55.844151,
195,11.400000,55.844151,
195,8.550000,41.883110,
195,0.000000,0.000000,
195,13.300000,65.819672,
195,12.350000,61.118271,
195,8.550000,42.312649,
195,9.500000,47.014053,
195,13.300000,65.819672,
195,17.100000,86.912071,
195,9.500000,48.284485,
195,7.600000,38.627590,
195,7.600000,38.627590,
195,6.650000,33.799141,
195,10.450000,53.112938,
195,10.450000,57.676750,
195,8.550000,47.190067,
195,15.200000,83.893456,
195,13.300000,73.406769,
195,12.350000,70.929794,
195,8.550000,49.105240,
195,0.000000,0.000000,
195,15.200000,87.298210,
195,7.600000,43.649105,
195,12.350000,65.157974,
195,12.350000,65.157974,
195,12.350000,65.157974,
195,13.300000,70.170128,
195,7.600000,42.706818,
195,8.550000,48.045166,
195,1.900000,10.676704,
195,12.350000,69.398575,
195,13.300000,67.929657,
195,7.600000,38.816952,
195,4.750000,24.260593,
195,7.600000,38.816952,
195,14.250000,72.781776,
195,5.700000,29.112711,
195,5.700000,29.112711,
195,10.450000,55.164440,
195,8.550000,45.134537,
195,14.250000,75.224236,
195,13.300000,70.209282,
195,7.600000,40.119591,
195,2.850000,15.044847,
195,7.600000,40.119591,
195,11.400000,60.208698,
195,18.049999,102.947311,
195,4.750000,27.091398,
195,7.600000,43.346237,
195,7.600000,36.763691,
195,7.600000,36.763691,
195,6.650000,32.168228,
195,5.700000,29.867188,
195,12.350000,64.712242,
195,18.049999,94.579430,
195,0.000000,0.000000,
195,14.250000,77.524559,
195,12.350000,67.187950,
195,15.200000,76.563835,
196,12.350000,66.192680,
196,7.600000,40.733955,
196,6.650000,32.599888,
196,0.000000,0.000000,
196,14.250000,66.227570,
196,10.450000,48.566887,
196,7.600000,35.321369,
196,11.400000,52.982056,
196,5.700000,28.387390,
196,4.750000,23.656158,
196,23.750000,118.280792,
196,7.600000,37.849854,
196,7.600000,37.849854,
196,5.700000,28.387390,
196,4.750000,23.656158,
196,8.550000,46.258553,
196,11.400000,61.678070,
196,4.750000,25.699196,
196,8.550000,46.258553,
196,11.400000,61.678070,
196,3.800000,18.985466,
196,6.650000,33.224564,
196,17.100000,87.180565,
196,3.800000,19.373461,
196,18.049999,92.023933,
196,17.100000,87.180565,
196,12.350000,62.963745,
196,12.350000,62.963745,
196,4.750000,24.460037,
196,7.600000,39.136059,
196,3.800000,19.621305,
196,23.750000,129.889282,
196,11.400000,62.346855,
196,13.300000,72.737999,
196,5.700000,31.173428,
196,17.100000,93.520279,
196,10.450000,57.151287,
196,17.100000,93.520279,
196,5.700000,31.173428,
196,6.650000,30.524874,
196,17.100000,78.492531,
196,3.800000,20.530350,
196,6.650000,35.928112,
196,12.350000,66.723633,
196,2.850000,15.397761,
196,15.200000,87.915527,
196,10.450000,54.932667,
196,5.700000,29.963272,
197,4.750000,24.281822,
197,17.100000,98.639305,
197,3.800000,21.972172,
197,11.400000,65.916512,
197,3.800000,21.294561,
197,1.900000,10.264327,
197,13.300000,71.850288,
197,10.450000,56.453800,
197,2.850000,15.396490,
197,11.400000,61.585960,
197,3.800000,19.023701,
197,18.049999,90.362579,
197,10.450000,52.315178,
197,23.750000,118.898132,
197,13.300000,67.982704,
197,13.300000,67.982704,
197,18.049999,92.262245,
197,8.550000,43.703167,
197,9.500000,48.559078,
197,17.100000,87.406334,
197,13.300000,70.538712,
197,23.750000,125.961983,
197,10.450000,55.423275,
197,7.600000,40.307835,
197,18.049999,95.731102,
197,7.600000,42.589539,
197,4.750000,26.618462,
197,19.000000,106.473846,
197,13.300000,74.531693,
197,10.450000,58.560616,
197,6.650000,37.619659,
197,5.700000,32.245422,
197,4.750000,26.871185,
197,8.550000,48.368134,
197,0.000000,0.000000,
197,0.000000,0.000000,
197,8.550000,48.368134,
197,7.600000,43.171848,
197,0.000000,0.000000,
197,8.550000,48.568329,
197,13.300000,75.550735,
197,16.150000,91.740181,
197,10.450000,59.361294,
197,4.750000,26.982405,
197,14.250000,81.726814,
197,8.550000,49.036087,
197,12.350000,70.829910,
197,9.500000,49.603924,
197,12.350000,64.485100,
197,4.750000,24.801962,
197,4.750000,24.801962,
197,6.650000,34.722744,
197,10.450000,47.465015,
197,10.450000,56.854465,
197,8.550000,46.517288,
197,18.049999,98.203163,
197,10.450000,56.854465,
198,5.700000,30.844288,
198,9.500000,48.880558,
198,7.600000,29.999973,
198,7.600000,29.999973,
198,6.650000,33.631565,
198,7.600000,38.436077,
198,8.550000,45.187332,
198,5.700000,30.124889,
198,14.250000,75.312225,
198,6.650000,35.145706,
198,7.600000,40.166523,
198,2.850000,15.062445,
198,8.550000,45.187332,
198,6.650000,29.851774,
198,13.300000,59.703548,
198,8.550000,38.380852,
198,14.250000,63.968090,
198,16.150000,72.497169,
198,8.550000,38.380852,
198,7.600000,34.116314,
198,5.700000,25.587236,
198,9.500000,49.112045,
198,7.600000,39.289635,
198,23.750000,122.780106,
198,10.450000,54.023251,
198,10.450000,54.023251,
198,18.049999,93.312881,
198,4.750000,21.459257,
198,5.700000,25.751108,
198,14.250000,64.377769,
198,3.800000,17.167406,
198,10.450000,47.210365,
198,11.400000,51.502216,
198,6.650000,30.042959,
198,15.200000,68.669624,
198,6.650000,30.042959,
198,4.750000,23.558527,
198,5.700000,28.270233,
198,9.500000,47.117054,
198,11.400000,56.540466,
198,2.850000,14.135117,
198,15.200000,75.387291,
198,7.600000,37.693645,
198,5.700000,31.472189,
198,0.000000,0.000000,
198,4.750000,22.931156,
198,10.450000,50.448544,
198,5.700000,27.517385,
198,15.200000,73.379700,
198,2.850000,13.758693,
198,12.350000,59.621006,
198,5.700000,28.264372,
198,9.500000,47.107288,
198,5.700000,28.264372,
198,9.500000,47.107288,
198,0.000000,0.000000,
198,7.600000,37.685833,
198,13.300000,65.950203,
198,18.049999,89.526764,
198,6.650000,32.983547,
198,11.400000,56.543221,
198,14.250000,70.679031,
198,13.300000,65.967094,
198,14.250000,77.911179,
198,17.100000,93.493408,
198,9.500000,51.940784,
198,12.350000,62.227631,
198,18.049999,99.326080,
199,9.500000,53.524807,
199,7.600000,38.915874,
199,14.250000,63.472168,
199,14.250000,71.380478,
199,8.550000,42.828281,
199,3.800000,19.034794,
199,5.700000,28.874975,
199,7.600000,38.499966,
199,9.500000,48.124958,
199,6.650000,33.687469,
199,19.000000,96.249916,
199,13.300000,67.374939,
199,23.750000,120.312393,
199,4.750000,24.062479,
199,7.600000,38.499966,
199,12.350000,62.562447,
199,10.450000,52.937454,
199,10.450000,55.340374,
199,13.300000,70.433197,
199,4.750000,25.154715,
199,11.400000,60.371315,
199,7.600000,40.479321,
199,11.400000,60.718979,
199,3.800000,20.239660,
199,4.750000,25.299574,
199,1.900000,10.649628,
199,1.900000,10.649628,
199,9.500000,53.248138,
199,8.550000,47.923321,
199,17.100000,73.532661,
199,10.450000,44.936630,
199,10.450000,44.936630,
199,18.049999,77.617813,
199,10.450000,46.168201,
199,11.400000,50.365307,
199,17.100000,75.547958,
199,14.250000,62.956635,
199,3.800000,16.788437,
199,9.500000,41.971092,
199,4.750000,23.529259,
199,2.850000,15.278215,
199,4.750000,25.463692,
199,5.700000,30.556431,
199,4.750000,25.463692,
199,14.250000,76.391075,
199,9.500000,50.927383,
199,7.600000,40.741909,
199,12.350000,66.205597,
199,18.049999,80.348228,
199,4.750000,21.144270,
200,12.350000,70.744560,
200,7.600000,37.949966,
200,7.600000,41.474522,
200,16.150000,88.133362,
200,12.350000,67.396095,
200,13.300000,66.937180,
200,9.500000,47.812271,
200,7.600000,38.249817,
200,8.550000,43.031040,
200,18.049999,96.013954,
200,3.800000,20.213465,
200,10.450000,55.587032,
200,8.550000,45.480293,
200,19.000000,101.067322,
200,11.400000,60.640396,
200,5.700000,30.320198,
200,5.700000,30.320198,
200,4.750000,26.938667,
200,11.400000,64.652802,
200,11.400000,64.652802,
200,12.350000,70.040535,
200,5.700000,32.326401,
200,4.750000,26.938667,
200,9.500000,53.877335,
200,7.600000,34.786850,
200,5.700000,26.090136,
200,5.700000,26.090136,
200,13.300000,60.876980,
200,10.450000,47.831917,
200,8.550000,39.135201,
200,8.550000,40.587116,
200,18.049999,85.683914,
200,15.200000,72.154884,
200,11.400000,54.116158,
200,13.300000,63.135517,
200,7.600000,36.077442,
200,2.850000,13.529039,
200,4.750000,22.548399,
200,8.550000,46.351639,
200,8.550000,46.351639,
200,13.300000,72.102554,
200,12.350000,66.952370,
200,23.750000,128.754562,
200,8.550000,46.351639,
200,0.000000,0.000000,
200,7.600000,41.201458,
200,7.600000,38.194565,
200,8.550000,42.968884,
200,3.800000,19.097282,
200,8.550000,42.968884,
200,14.250000,71.614807,
200,13.300000,70.176079,
200,5.700000,30.075464,
200,5.700000,30.075464,
200,11.400000,60.150928,
200,10.450000,55.138355,
200,10.450000,57.120430,
200,7.600000,35.130062,
200,0.950000,4.391258,
200,11.400000,52.695091,
200,11.400000,52.695091,
200,9.500000,43.912579,
200,14.250000,78.570801,
200,19.000000,104.761063,
200,7.600000,36.449871,
201,17.100000,91.370560,
201,5.700000,24.150431,
201,11.400000,60.303547,
201,10.450000,55.278252,
201,2.850000,15.075887,
201,3.800000,20.928219,
201,8.550000,47.088490,
201,10.450000,60.148315,
201,15.200000,85.784309,
201,7.600000,42.892155,
201,5.700000,28.981010,
201,17.100000,86.943031,
201,12.350000,62.792191,
201,13.300000,67.622360,
201,7.600000,38.641350,
201,0.950000,4.830169,
201,5.700000,28.981010,
201,12.350000,62.792191,
201,5.700000,28.981010,
201,11.400000,57.962021,
201,9.500000,49.228352,
201,17.100000,88.611031,
201,12.350000,63.996857,
201,7.600000,39.382683,
201,2.850000,14.768505,
201,4.750000,27.375584,
201,0.000000,0.000000,
201,8.550000,49.276051,
201,12.350000,71.176521,
201,12.350000,71.176521,
201,8.550000,49.276051,
201,7.600000,40.905628,
201,12.350000,66.471649,
201,5.700000,30.679222,
201,14.250000,76.698051,
201,10.450000,56.245243,
201,8.550000,46.018829,
201,1.900000,10.383706,
201,4.750000,25.959265,
201,12.350000,67.494087,
201,19.950001,109.028915,
201,3.800000,20.767412,
201,7.600000,38.886425,
201,8.550000,43.747227,
201,1.900000,9.721606,
201,11.400000,58.329636,
201,0.950000,4.860803,
201,4.750000,24.304016,
201,5.700000,29.164818,
201,3.800000,19.443213,
201,23.750000,121.520081,
201,9.500000,48.608032,
201,5.700000,22.982731,
201,9.500000,38.304554,
201,14.250000,57.456829,
201,3.800000,15.321821,
201,1.900000,7.778607,
201,23.750000,97.232582,
201,18.049999,73.896767,
201,10.450000,42.782337,
201,1.900000,7.778607,
201,12.350000,56.435802,
201,18.049999,82.483093,
201,18.049999,82.483093,
201,8.550000,39.070938,
201,7.600000,38.183338,
201,18.049999,84.581970,
202,18.049999,104.500000,
202,1.900000,8.801135,
202,12.350000,55.534626,
202,11.400000,51.262730,
202,8.550000,44.026787,
202,13.300000,75.534615,
202,11.400000,65.197090,
202,13.300000,76.063271,
202,5.700000,32.598545,
202,9.500000,53.287773,
202,1.900000,10.657556,
202,19.000000,106.575546,
202,8.550000,47.958996,
202,11.400000,63.945328,
202,6.650000,33.354031,
202,7.600000,38.118893,
202,2.850000,14.294584,
202,3.800000,19.059446,
202,10.450000,54.648796,
202,7.600000,39.744579,
202,11.400000,59.616867,
202,9.500000,49.680725,
202,8.550000,39.911503,
202,9.500000,44.346115,
202,9.500000,44.346115,
202,8.550000,39.911503,
202,8.550000,39.911503,
202,7.600000,35.476894,
202,9.500000,44.346115,
202,7.600000,40.513145,
202,10.450000,55.705574,
202,11.400000,60.769714,
202,4.750000,25.320715,
202,3.800000,20.256573,
202,8.550000,36.871002,
202,4.750000,20.483891,
202,15.200000,65.548454,
202,16.150000,69.645233,
202,9.500000,40.967781,
202,3.800000,17.376810,
202,7.600000,36.859447,
202,13.300000,73.969513,
202,7.600000,42.268291,
202,15.200000,86.724098,
203,1.900000,11.000000,
203,5.700000,30.882803,
203,10.450000,56.618473,
203,9.500000,46.871059,
203,12.350000,60.932377,
203,17.100000,84.367905,
203,6.650000,32.809742,
203,8.550000,47.497665,
203,1.900000,10.555037,
203,4.750000,24.716772,
203,19.950001,103.810440,
203,4.750000,24.716772,
203,1.900000,8.240752,
203,13.300000,57.685265,
203,8.550000,37.083382,
203,9.500000,41.203762,
203,5.700000,24.722256,
203,17.100000,74.166763,
203,12.350000,53.564888,
203,5.700000,26.231075,
203,6.650000,30.602921,
203,3.800000,17.487383,
203,5.700000,26.231075,
203,13.300000,61.205841,
203,8.550000,39.346611,
203,9.500000,43.718460,
203,1.900000,8.743691,
203,10.450000,48.090305,
203,8.550000,39.346611,
203,5.700000,26.866013,
203,7.600000,35.821354,
203,4.750000,22.388344,
203,7.600000,36.406242,
203,2.850000,13.652341,
203,9.500000,45.507805,
203,7.600000,36.406242,
203,8.550000,40.957020,
203,1.900000,9.101561,
203,18.049999,86.464828,
203,0.000000,0.000000,
203,5.700000,27.304682,
203,15.200000,72.812485,
203,10.450000,51.238720,
203,18.049999,88.503242,
203,8.550000,41.922585,
203,8.550000,41.922585,
203,7.600000,37.264523,
203,14.250000,69.870979,
203,9.500000,46.580654,
203,4.750000,23.290327,
203,1.900000,9.876422,
203,13.300000,69.134949,
203,7.600000,39.505688,
203,12.350000,64.196739,
203,13.300000,59.325451,
203,5.700000,25.425194,
203,3.800000,16.950129,
203,0.950000,4.320864,
203,7.600000,34.566914,
203,10.450000,55.692650,
203,9.500000,54.563210,
203,2.850000,16.368963,
203,14.250000,81.844818,
203,13.300000,69.527290,
203,5.700000,29.797409,
204,19.000000,101.352249,
204,19.000000,102.400681,
204,11.400000,50.927773,
204,19.000000,88.797043,
204,6.650000,32.705078,
204,10.450000,51.393696,
204,7.600000,37.377232,
204,6.650000,38.281242,
204,7.600000,43.749992,
204,8.550000,49.218739,
204,7.600000,43.749992,
204,9.500000,54.687492,
204,13.300000,76.562485,
204,3.800000,21.874996,
204,5.700000,28.534433,
204,7.600000,38.045914,
204,10.450000,52.313129,
204,13.300000,74.095535,
204,5.700000,31.755230,
204,8.550000,47.632843,
204,13.300000,74.095535,
204,13.300000,74.095535,
204,4.750000,26.462692,
204,8.550000,47.632843,
204,6.650000,34.267059,
204,1.900000,9.790589,
204,5.700000,29.371767,
204,5.700000,29.371767,
204,9.500000,48.952946,
204,6.650000,34.267059,
204,15.200000,78.324715,
204,10.450000,53.848244,
204,7.600000,39.162357,
204,9.500000,54.311058,
204,18.049999,103.191010,
204,8.550000,48.879951,
204,1.900000,10.862212,
204,0.950000,5.431106,
204,6.650000,38.017738,
204,5.700000,31.274525,
204,6.650000,36.486946,
204,8.550000,46.911785,
204,8.550000,46.911785,
204,3.800000,15.841543,
204,1.900000,7.920772,
204,0.000000,0.000000,
204,18.049999,75.247330,
204,18.049999,75.247330,
204,10.450000,51.690529,
204,13.300000,65.787941,
204,9.500000,46.991390,
204,13.300000,65.787941,
204,1.900000,9.398278,
204,11.400000,63.944031,
205,13.300000,62.752052,
205,5.700000,29.201750,
205,4.750000,26.677294,
205,12.350000,69.360970,
205,18.049999,77.380890,
205,4.750000,20.363392,
205,1.900000,8.863896,
205,5.700000,26.591688,
205,2.850000,13.295844,
205,10.450000,52.342937,
205,0.000000,0.000000,
205,7.600000,38.067589,
205,4.750000,23.792244,
205,2.850000,14.275346,
205,5.700000,30.069210,
205,11.400000,60.138420,
205,5.700000,30.069210,
205,8.550000,45.103817,
205,18.049999,75.269089,
205,9.500000,39.615311,
205,7.600000,31.692251,
205,13.300000,58.786224,
205,7.600000,33.592129,
205,7.600000,33.592129,
205,4.750000,20.995081,
205,4.750000,20.995081,
205,12.350000,54.587212,
205,12.350000,54.587212,
205,7.600000,33.592129,
205,8.550000,37.791145,
205,16.150000,71.383278,
205,10.450000,51.619915,
205,6.650000,32.849033,
205,13.300000,65.698067,
205,5.700000,28.156315,
205,5.700000,28.156315,
205,3.800000,18.770878,
205,8.550000,42.234474,
205,13.300000,74.346085,
205,7.600000,42.483479,
205,7.600000,42.483479,
205,12.350000,69.035652,
205,10.450000,58.414780,
205,2.850000,14.632196,
205,13.300000,68.283585,
205,9.500000,48.773991,
205,11.400000,58.528786,
205,16.150000,82.915787,
205,18.049999,92.670578,
205,7.600000,33.891396,
205,8.550000,38.127819,
205,12.350000,55.073521,
205,13.300000,59.309940,
205,2.850000,12.847928,
205,8.550000,38.543781,
205,11.400000,54.305740,
205,19.950001,95.035049,
205,2.850000,15.606839,
205,0.950000,5.202280,
205,8.550000,46.820518,
205,10.450000,59.241024,
206,6.650000,38.500000,
206,13.300000,75.417137,
206,13.300000,62.100899,
206,9.500000,44.357788,
206,13.300000,62.100899,
206,6.650000,32.100700,
206,18.049999,87.130478,
206,8.550000,41.272331,
206,17.100000,82.544662,
206,11.400000,47.703766,
206,9.500000,39.753139,
206,2.850000,11.925941,
206,8.550000,36.009888,
206,7.600000,32.008793,
206,5.700000,24.006594,
206,10.450000,44.012089,
206,7.600000,32.008793,
206,1.900000,8.839845,
206,13.300000,61.878910,
206,11.400000,53.039066,
206,9.500000,44.199223,
206,4.750000,22.099611,
206,18.049999,83.978523,
206,9.500000,44.199223,
206,12.350000,57.458992,
206,13.300000,62.761574,
